Dataset,Familia,Modelo,Tamaño,Semilla,Serializacion,Estrategia,Shots,Tiempo carga (s),Tiempo seleccion (s),Tiempo inferencia (s),Accuracy,Precision,Recall,F1-score,Muestras,Invalidas
Heart,Mistral,mistralai/Mistral-Nemo-Instruct-2407,Medium,11235,List,Few-shot-rag,2,5.82,0.0,0.5452,0.7222,0.5417,0.8966,0.6753,90,0
Heart,Mistral,mistralai/Mistral-Nemo-Instruct-2407,Medium,16180,List,Few-shot-rag,2,5.82,0.0,0.5449,0.6444,0.4717,0.8621,0.6098,90,0
Heart,Mistral,mistralai/Mistral-Nemo-Instruct-2407,Medium,27182,List,Few-shot-rag,4,5.82,0.0,0.6738,0.7333,0.5556,0.8621,0.6757,90,0
Heart,Mistral,mistralai/Mistral-Nemo-Instruct-2407,Medium,11235,List,Few-shot-rag,4,5.82,0.0,0.6733,0.7333,0.5556,0.8621,0.6757,90,0
Heart,Mistral,mistralai/Mistral-Nemo-Instruct-2407,Medium,16180,List,Few-shot-rag,4,5.82,0.0,0.6732,0.6778,0.5,0.8966,0.642,90,0
Heart,Mistral,mistralai/Mistral-Nemo-Instruct-2407,Medium,27182,List,Few-shot-rag,8,5.82,0.0,0.9375,0.6889,0.5106,0.8276,0.6316,90,0
Heart,Mistral,mistralai/Mistral-Nemo-Instruct-2407,Medium,11235,List,Few-shot-rag,8,5.82,0.0,0.9369,0.7556,0.5814,0.8621,0.6944,90,0
Heart,Mistral,mistralai/Mistral-Nemo-Instruct-2407,Medium,16180,List,Few-shot-rag,8,5.82,0.0,0.9372,0.6778,0.5,0.8621,0.6329,90,0
Heart,Mistral,mistralai/Mistral-Nemo-Instruct-2407,Medium,27182,Text,Few-shot-rag,1,5.82,0.0,0.4814,0.5444,0.4032,0.8621,0.5495,90,0
Heart,Mistral,mistralai/Mistral-Nemo-Instruct-2407,Medium,11235,Text,Few-shot-rag,1,5.82,0.0,0.4811,0.6222,0.4545,0.8621,0.5952,90,0
Heart,Mistral,mistralai/Mistral-Nemo-Instruct-2407,Medium,16180,Text,Few-shot-rag,1,5.82,0.0,0.4811,0.5889,0.4333,0.8966,0.5843,90,0
Heart,Mistral,mistralai/Mistral-Nemo-Instruct-2407,Medium,27182,Text,Few-shot-rag,2,5.82,0.0,0.5432,0.6111,0.4483,0.8966,0.5977,90,0
Heart,Mistral,mistralai/Mistral-Nemo-Instruct-2407,Medium,11235,Text,Few-shot-rag,2,5.82,0.0,0.5431,0.6778,0.5,0.8276,0.6234,90,0
Heart,Mistral,mistralai/Mistral-Nemo-Instruct-2407,Medium,16180,Text,Few-shot-rag,2,5.82,0.0,0.543,0.5889,0.431,0.8621,0.5747,90,0
Heart,Mistral,mistralai/Mistral-Nemo-Instruct-2407,Medium,27182,Text,Few-shot-rag,4,5.82,0.0,0.6533,0.6556,0.4815,0.8966,0.6265,90,0
Heart,Mistral,mistralai/Mistral-Nemo-Instruct-2407,Medium,11235,Text,Few-shot-rag,4,5.82,0.0,0.6533,0.6889,0.5106,0.8276,0.6316,90,0
Heart,Mistral,mistralai/Mistral-Nemo-Instruct-2407,Medium,16180,Text,Few-shot-rag,4,5.82,0.0,0.6525,0.6444,0.4727,0.8966,0.619,90,0
Heart,Mistral,mistralai/Mistral-Nemo-Instruct-2407,Medium,27182,Text,Few-shot-rag,8,5.82,0.0,0.9117,0.6889,0.5102,0.8621,0.641,90,0
Heart,Mistral,mistralai/Mistral-Nemo-Instruct-2407,Medium,11235,Text,Few-shot-rag,8,5.82,0.0,0.911,0.7556,0.5778,0.8966,0.7027,90,0
Heart,Mistral,mistralai/Mistral-Nemo-Instruct-2407,Medium,16180,Text,Few-shot-rag,8,5.82,0.0,0.9129,0.6667,0.4906,0.8966,0.6341,90,0
Heart,Mistral,mistralai/Mixtral-8x7B-Instruct-v0.1,Large,27182,List,Few-shot-rag,1,13.26,0.0,2.0458,0.6418,0.5143,0.72,0.6,90,23
Heart,Mistral,mistralai/Mixtral-8x7B-Instruct-v0.1,Large,11235,List,Few-shot-rag,1,13.26,0.0,1.9747,0.7246,0.5758,0.7917,0.6667,90,21
Heart,Mistral,mistralai/Mixtral-8x7B-Instruct-v0.1,Large,16180,List,Few-shot-rag,1,13.26,0.0,2.0149,0.6119,0.475,0.7917,0.5938,90,23
Heart,Mistral,mistralai/Mixtral-8x7B-Instruct-v0.1,Large,27182,List,Few-shot-rag,2,13.26,0.0,1.7684,0.6923,0.5294,0.6923,0.6,90,12
Heart,Mistral,mistralai/Mixtral-8x7B-Instruct-v0.1,Large,11235,List,Few-shot-rag,2,13.26,0.0,1.6756,0.7284,0.5405,0.8,0.6452,90,9
Heart,Mistral,mistralai/Mixtral-8x7B-Instruct-v0.1,Large,16180,List,Few-shot-rag,2,13.26,0.0,1.7988,0.6753,0.5128,0.7692,0.6154,90,13
Heart,Mistral,mistralai/Mixtral-8x7B-Instruct-v0.1,Large,27182,List,Few-shot-rag,4,13.26,0.0,1.833,0.75,0.5667,0.7083,0.6296,90,10
Heart,Mistral,mistralai/Mixtral-8x7B-Instruct-v0.1,Large,11235,List,Few-shot-rag,4,13.26,0.0,1.757,0.759,0.5897,0.8519,0.697,90,7
Heart,Mistral,mistralai/Mixtral-8x7B-Instruct-v0.1,Large,16180,List,Few-shot-rag,4,13.26,0.0,1.8812,0.6883,0.4865,0.7826,0.6,90,13
Heart,Mistral,mistralai/Mixtral-8x7B-Instruct-v0.1,Large,27182,List,Few-shot-rag,8,13.26,0.0,1.8666,0.7045,0.5294,0.6429,0.5806,90,2
Heart,Mistral,mistralai/Mixtral-8x7B-Instruct-v0.1,Large,11235,List,Few-shot-rag,8,13.26,0.0,1.8351,0.7955,0.6389,0.8214,0.7188,90,2
Heart,Mistral,mistralai/Mixtral-8x7B-Instruct-v0.1,Large,16180,List,Few-shot-rag,8,13.26,0.0,1.8357,0.7011,0.525,0.75,0.6176,90,3
Heart,Mistral,mistralai/Mixtral-8x7B-Instruct-v0.1,Large,27182,Text,Few-shot-rag,1,13.26,0.0,1.7238,0.6104,0.4255,0.8696,0.5714,90,13
Heart,Mistral,mistralai/Mixtral-8x7B-Instruct-v0.1,Large,11235,Text,Few-shot-rag,1,13.26,0.0,1.7343,0.6494,0.4545,0.8696,0.597,90,13
Heart,Mistral,mistralai/Mixtral-8x7B-Instruct-v0.1,Large,16180,Text,Few-shot-rag,1,13.26,0.0,1.796,0.5867,0.4167,0.8696,0.5634,90,15
Heart,Mistral,mistralai/Mixtral-8x7B-Instruct-v0.1,Large,27182,Text,Few-shot-rag,2,13.26,0.0,1.6098,0.6265,0.4468,0.8077,0.5753,90,7
Heart,Mistral,mistralai/Mixtral-8x7B-Instruct-v0.1,Large,11235,Text,Few-shot-rag,2,13.26,0.0,1.4547,0.7159,0.5349,0.8214,0.6479,90,2
Heart,Mistral,mistralai/Mixtral-8x7B-Instruct-v0.1,Large,16180,Text,Few-shot-rag,2,13.26,0.0,1.5006,0.6395,0.4681,0.7857,0.5867,90,4
Heart,Mistral,mistralai/Mixtral-8x7B-Instruct-v0.1,Large,27182,Text,Few-shot-rag,4,13.26,0.0,1.5957,0.6705,0.5,0.6897,0.5797,90,2
Heart,Mistral,mistralai/Mixtral-8x7B-Instruct-v0.1,Large,11235,Text,Few-shot-rag,4,13.26,0.0,1.5641,0.7079,0.5227,0.8214,0.6389,90,1
Heart,Mistral,mistralai/Mixtral-8x7B-Instruct-v0.1,Large,16180,Text,Few-shot-rag,4,13.26,0.0,1.5796,0.6364,0.4565,0.75,0.5676,90,2
Heart,Mistral,mistralai/Mixtral-8x7B-Instruct-v0.1,Large,27182,Text,Few-shot-rag,8,13.26,0.0001,1.8274,0.6667,0.4884,0.7241,0.5833,90,0
Heart,Mistral,mistralai/Mixtral-8x7B-Instruct-v0.1,Large,11235,Text,Few-shot-rag,8,13.26,0.0,1.8573,0.7303,0.5476,0.8214,0.6571,90,1
Heart,Mistral,mistralai/Mixtral-8x7B-Instruct-v0.1,Large,16180,Text,Few-shot-rag,8,13.26,0.0,1.8267,0.6111,0.44,0.7586,0.557,90,0
Cancer,Mistral,mistralai/Ministral-8B-Instruct-2410,Small,27182,List,Few-shot-rag,1,4.62,0.0,0.4134,0.5714,0.6,0.6316,0.6154,35,0
Cancer,Mistral,mistralai/Ministral-8B-Instruct-2410,Small,11235,List,Few-shot-rag,1,4.62,0.0,0.4097,0.5429,0.6,0.4737,0.5294,35,0
Cancer,Mistral,mistralai/Ministral-8B-Instruct-2410,Small,16180,List,Few-shot-rag,1,4.62,0.0,0.4112,0.5714,0.6429,0.4737,0.5455,35,0
Cancer,Mistral,mistralai/Ministral-8B-Instruct-2410,Small,27182,List,Few-shot-rag,2,4.62,0.0,0.4431,0.5143,0.5455,0.6316,0.5854,35,0
Cancer,Mistral,mistralai/Ministral-8B-Instruct-2410,Small,11235,List,Few-shot-rag,2,4.62,0.0,0.4445,0.7714,0.7619,0.8421,0.8,35,0
Cancer,Mistral,mistralai/Ministral-8B-Instruct-2410,Small,16180,List,Few-shot-rag,2,4.62,0.0,0.444,0.6571,0.6842,0.6842,0.6842,35,0
Cancer,Mistral,mistralai/Ministral-8B-Instruct-2410,Small,27182,List,Few-shot-rag,4,4.62,0.0,0.5194,0.6,0.6087,0.7368,0.6667,35,0
Cancer,Mistral,mistralai/Ministral-8B-Instruct-2410,Small,11235,List,Few-shot-rag,4,4.62,0.0,0.5237,0.7429,0.7083,0.8947,0.7907,35,0
Cancer,Mistral,mistralai/Ministral-8B-Instruct-2410,Small,16180,List,Few-shot-rag,4,4.62,0.0,0.5214,0.6571,0.64,0.8421,0.7273,35,0
Cancer,Mistral,mistralai/Ministral-8B-Instruct-2410,Small,27182,List,Few-shot-rag,8,4.62,0.0,0.6943,0.6,0.6,0.7895,0.6818,35,0
Cancer,Mistral,mistralai/Ministral-8B-Instruct-2410,Small,11235,List,Few-shot-rag,8,4.62,0.0,0.6948,0.6857,0.6667,0.8421,0.7442,35,0
Cancer,Mistral,mistralai/Ministral-8B-Instruct-2410,Small,16180,List,Few-shot-rag,8,4.62,0.0,0.6971,0.6,0.6087,0.7368,0.6667,35,0
Cancer,Mistral,mistralai/Ministral-8B-Instruct-2410,Small,27182,Text,Few-shot-rag,1,4.62,0.0,0.4022,0.6286,0.6667,0.6316,0.6486,35,0
Cancer,Mistral,mistralai/Ministral-8B-Instruct-2410,Small,11235,Text,Few-shot-rag,1,4.62,0.0,0.4007,0.6286,0.6667,0.6316,0.6486,35,0
Cancer,Mistral,mistralai/Ministral-8B-Instruct-2410,Small,16180,Text,Few-shot-rag,1,4.62,0.0,0.4001,0.6286,0.6875,0.5789,0.6286,35,0
Cancer,Mistral,mistralai/Ministral-8B-Instruct-2410,Small,27182,Text,Few-shot-rag,2,4.62,0.0,0.4409,0.6,0.6471,0.5789,0.6111,35,0
Cancer,Mistral,mistralai/Ministral-8B-Instruct-2410,Small,11235,Text,Few-shot-rag,2,4.62,0.0,0.441,0.6286,0.65,0.6842,0.6667,35,0
Cancer,Mistral,mistralai/Ministral-8B-Instruct-2410,Small,16180,Text,Few-shot-rag,2,4.62,0.0,0.4408,0.6857,0.7,0.7368,0.7179,35,0
Cancer,Mistral,mistralai/Ministral-8B-Instruct-2410,Small,27182,Text,Few-shot-rag,4,4.62,0.0,0.5167,0.4571,0.5,0.5263,0.5128,35,0
Cancer,Mistral,mistralai/Ministral-8B-Instruct-2410,Small,11235,Text,Few-shot-rag,4,4.62,0.0,0.5156,0.6857,0.6667,0.8421,0.7442,35,0
Cancer,Mistral,mistralai/Ministral-8B-Instruct-2410,Small,16180,Text,Few-shot-rag,4,4.62,0.0,0.5145,0.6571,0.6667,0.7368,0.7,35,0
Cancer,Mistral,mistralai/Ministral-8B-Instruct-2410,Small,27182,Text,Few-shot-rag,8,4.62,0.0,0.6857,0.5714,0.5909,0.6842,0.6341,35,0
Cancer,Mistral,mistralai/Ministral-8B-Instruct-2410,Small,11235,Text,Few-shot-rag,8,4.62,0.0,0.6862,0.6286,0.6364,0.7368,0.6829,35,0
Cancer,Mistral,mistralai/Ministral-8B-Instruct-2410,Small,16180,Text,Few-shot-rag,8,4.62,0.0,0.6861,0.5714,0.5909,0.6842,0.6341,35,0
Cancer,Mistral,mistralai/Mistral-Nemo-Instruct-2407,Medium,27182,List,Few-shot-rag,1,5.84,0.0,0.5533,0.5429,0.5789,0.5789,0.5789,35,0
Cancer,Mistral,mistralai/Mistral-Nemo-Instruct-2407,Medium,11235,List,Few-shot-rag,1,5.84,0.0,0.552,0.5143,0.5833,0.3684,0.4516,35,0
Cancer,Mistral,mistralai/Mistral-Nemo-Instruct-2407,Medium,16180,List,Few-shot-rag,1,5.84,0.0,0.5526,0.5429,0.6154,0.4211,0.5,35,0
Cancer,Mistral,mistralai/Mistral-Nemo-Instruct-2407,Medium,27182,List,Few-shot-rag,2,5.84,0.0,0.6028,0.5143,0.5556,0.5263,0.5405,35,0
Cancer,Mistral,mistralai/Mistral-Nemo-Instruct-2407,Medium,11235,List,Few-shot-rag,2,5.84,0.0,0.6038,0.6286,0.6875,0.5789,0.6286,35,0
Cancer,Mistral,mistralai/Mistral-Nemo-Instruct-2407,Medium,16180,List,Few-shot-rag,2,5.84,0.0,0.6039,0.6286,0.65,0.6842,0.6667,35,0
Cancer,Mistral,mistralai/Mistral-Nemo-Instruct-2407,Medium,27182,List,Few-shot-rag,4,5.84,0.0,0.7293,0.5429,0.5789,0.5789,0.5789,35,0
Cancer,Mistral,mistralai/Mistral-Nemo-Instruct-2407,Medium,11235,List,Few-shot-rag,4,5.84,0.0,0.7293,0.6571,0.7059,0.6316,0.6667,35,0
Cancer,Mistral,mistralai/Mistral-Nemo-Instruct-2407,Medium,16180,List,Few-shot-rag,4,5.84,0.0,0.7296,0.6286,0.65,0.6842,0.6667,35,0
Cancer,Mistral,mistralai/Mistral-Nemo-Instruct-2407,Medium,27182,List,Few-shot-rag,8,5.84,0.0,1.018,0.5714,0.5833,0.7368,0.6512,35,0
Cancer,Mistral,mistralai/Mistral-Nemo-Instruct-2407,Medium,11235,List,Few-shot-rag,8,5.84,0.0,1.018,0.5714,0.6111,0.5789,0.5946,35,0
Cancer,Mistral,mistralai/Mistral-Nemo-Instruct-2407,Medium,16180,List,Few-shot-rag,8,5.84,0.0,1.0189,0.5143,0.5417,0.6842,0.6047,35,0
Cancer,Mistral,mistralai/Mistral-Nemo-Instruct-2407,Medium,27182,Text,Few-shot-rag,1,5.84,0.0,0.5327,0.6,0.619,0.6842,0.65,35,0
Cancer,Mistral,mistralai/Mistral-Nemo-Instruct-2407,Medium,11235,Text,Few-shot-rag,1,5.84,0.0,0.5325,0.6,0.619,0.6842,0.65,35,0
Cancer,Mistral,mistralai/Mistral-Nemo-Instruct-2407,Medium,16180,Text,Few-shot-rag,1,5.84,0.0,0.5332,0.6571,0.6522,0.7895,0.7143,35,0
Cancer,Mistral,mistralai/Mistral-Nemo-Instruct-2407,Medium,27182,Text,Few-shot-rag,2,5.84,0.0,0.5986,0.5714,0.6,0.6316,0.6154,35,0
Cancer,Mistral,mistralai/Mistral-Nemo-Instruct-2407,Medium,11235,Text,Few-shot-rag,2,5.84,0.0,0.5979,0.6286,0.6364,0.7368,0.6829,35,0
Cancer,Mistral,mistralai/Mistral-Nemo-Instruct-2407,Medium,16180,Text,Few-shot-rag,2,5.84,0.0,0.5988,0.6,0.619,0.6842,0.65,35,0
Cancer,Mistral,mistralai/Mistral-Nemo-Instruct-2407,Medium,27182,Text,Few-shot-rag,4,5.84,0.0,0.7248,0.5714,0.6111,0.5789,0.5946,35,0
Cancer,Mistral,mistralai/Mistral-Nemo-Instruct-2407,Medium,11235,Text,Few-shot-rag,4,5.84,0.0,0.7253,0.6,0.6316,0.6316,0.6316,35,0
Cancer,Mistral,mistralai/Mistral-Nemo-Instruct-2407,Medium,16180,Text,Few-shot-rag,4,5.84,0.0,0.7254,0.5429,0.5714,0.6316,0.6,35,0
Cancer,Mistral,mistralai/Mistral-Nemo-Instruct-2407,Medium,27182,Text,Few-shot-rag,8,5.84,0.0,0.9922,0.6571,0.64,0.8421,0.7273,35,0
Cancer,Mistral,mistralai/Mistral-Nemo-Instruct-2407,Medium,11235,Text,Few-shot-rag,8,5.84,0.0,0.9929,0.5429,0.5789,0.5789,0.5789,35,0
Cancer,Mistral,mistralai/Mistral-Nemo-Instruct-2407,Medium,16180,Text,Few-shot-rag,8,5.84,0.0,0.9932,0.5143,0.5455,0.6316,0.5854,35,0
Cancer,Mistral,mistralai/Mixtral-8x7B-Instruct-v0.1,Large,27182,List,Few-shot-rag,1,13.14,0.0,1.6225,0.5758,0.6429,0.5,0.5625,35,2
Cancer,Mistral,mistralai/Mixtral-8x7B-Instruct-v0.1,Large,11235,List,Few-shot-rag,1,13.14,0.0,1.4691,0.4857,0.5385,0.3684,0.4375,35,0
Cancer,Mistral,mistralai/Mixtral-8x7B-Instruct-v0.1,Large,16180,List,Few-shot-rag,1,13.14,0.0,1.6209,0.5758,0.6364,0.4118,0.5,35,2
Cancer,Mistral,mistralai/Mixtral-8x7B-Instruct-v0.1,Large,27182,List,Few-shot-rag,2,13.14,0.0,1.5332,0.6,0.6316,0.6316,0.6316,35,0
Cancer,Mistral,mistralai/Mixtral-8x7B-Instruct-v0.1,Large,11235,List,Few-shot-rag,2,13.14,0.0,1.5331,0.6,0.619,0.6842,0.65,35,0
Cancer,Mistral,mistralai/Mixtral-8x7B-Instruct-v0.1,Large,16180,List,Few-shot-rag,2,13.14,0.0,1.533,0.6571,0.6842,0.6842,0.6842,35,0
Cancer,Mistral,mistralai/Mixtral-8x7B-Instruct-v0.1,Large,27182,List,Few-shot-rag,4,13.14,0.0,1.684,0.6286,0.6364,0.7368,0.6829,35,0
Cancer,Mistral,mistralai/Mixtral-8x7B-Instruct-v0.1,Large,11235,List,Few-shot-rag,4,13.14,0.0,1.6848,0.7429,0.7273,0.8421,0.7805,35,0
Cancer,Mistral,mistralai/Mixtral-8x7B-Instruct-v0.1,Large,16180,List,Few-shot-rag,4,13.14,0.0,1.6846,0.6857,0.6667,0.8421,0.7442,35,0
Cancer,Mistral,mistralai/Mixtral-8x7B-Instruct-v0.1,Large,27182,List,Few-shot-rag,8,13.14,0.0,1.9865,0.6,0.6087,0.7368,0.6667,35,0
Cancer,Mistral,mistralai/Mixtral-8x7B-Instruct-v0.1,Large,11235,List,Few-shot-rag,8,13.14,0.0,1.9884,0.6857,0.6667,0.8421,0.7442,35,0
Cancer,Mistral,mistralai/Mixtral-8x7B-Instruct-v0.1,Large,16180,List,Few-shot-rag,8,13.14,0.0,1.9879,0.6571,0.6296,0.8947,0.7391,35,0
Cancer,Mistral,mistralai/Mixtral-8x7B-Instruct-v0.1,Large,27182,Text,Few-shot-rag,1,13.14,0.0,1.6955,0.5862,0.6364,0.4667,0.5385,35,6
Cancer,Mistral,mistralai/Mixtral-8x7B-Instruct-v0.1,Large,11235,Text,Few-shot-rag,1,13.14,0.0,1.6188,0.5938,0.5882,0.625,0.6061,35,3
Cancer,Mistral,mistralai/Mixtral-8x7B-Instruct-v0.1,Large,16180,Text,Few-shot-rag,1,13.14,0.0,1.6188,0.7,0.6667,0.8,0.7273,35,5
Cancer,Mistral,mistralai/Mixtral-8x7B-Instruct-v0.1,Large,27182,Text,Few-shot-rag,2,13.14,0.0,1.5331,0.6571,0.6667,0.7368,0.7,35,0
Cancer,Mistral,mistralai/Mixtral-8x7B-Instruct-v0.1,Large,11235,Text,Few-shot-rag,2,13.14,0.0,1.5327,0.6857,0.6818,0.7895,0.7317,35,0
Cancer,Mistral,mistralai/Mixtral-8x7B-Instruct-v0.1,Large,16180,Text,Few-shot-rag,2,13.14,0.0,1.6089,0.7647,0.7619,0.8421,0.8,35,1
Cancer,Mistral,mistralai/Mixtral-8x7B-Instruct-v0.1,Large,27182,Text,Few-shot-rag,4,13.14,0.0,1.6837,0.5714,0.5833,0.7368,0.6512,35,0
Cancer,Mistral,mistralai/Mixtral-8x7B-Instruct-v0.1,Large,11235,Text,Few-shot-rag,4,13.14,0.0,1.6839,0.6286,0.625,0.7895,0.6977,35,0
Cancer,Mistral,mistralai/Mixtral-8x7B-Instruct-v0.1,Large,16180,Text,Few-shot-rag,4,13.14,0.0,1.7601,0.6471,0.625,0.8333,0.7143,35,1
Cancer,Mistral,mistralai/Mixtral-8x7B-Instruct-v0.1,Large,27182,Text,Few-shot-rag,8,13.14,0.0,1.9851,0.6,0.6,0.7895,0.6818,35,0
Cancer,Mistral,mistralai/Mixtral-8x7B-Instruct-v0.1,Large,11235,Text,Few-shot-rag,8,13.14,0.0,1.9864,0.6857,0.6538,0.8947,0.7556,35,0
Cancer,Mistral,mistralai/Mixtral-8x7B-Instruct-v0.1,Large,16180,Text,Few-shot-rag,8,13.14,0.0,1.9864,0.6286,0.6364,0.7368,0.6829,35,0
DIA,Mistral,mistralai/Ministral-8B-Instruct-2410,Small,27182,List,Few-shot-rag,1,4.49,0.0,0.5286,0.7,0.5556,0.6452,0.597,90,0
DIA,Mistral,mistralai/Ministral-8B-Instruct-2410,Small,11235,List,Few-shot-rag,1,4.49,0.0,0.5283,0.7111,0.5882,0.625,0.6061,90,0
DIA,Mistral,mistralai/Ministral-8B-Instruct-2410,Small,16180,List,Few-shot-rag,1,4.49,0.0,0.5317,0.6667,0.5312,0.5312,0.5312,90,0
DIA,Mistral,mistralai/Ministral-8B-Instruct-2410,Small,27182,List,Few-shot-rag,2,4.49,0.0,0.6055,0.6,0.439,0.5806,0.5,90,0
DIA,Mistral,mistralai/Ministral-8B-Instruct-2410,Small,11235,List,Few-shot-rag,2,4.49,0.0,0.6001,0.7556,0.6562,0.6562,0.6562,90,0
DIA,Mistral,mistralai/Ministral-8B-Instruct-2410,Small,16180,List,Few-shot-rag,2,4.49,0.0,0.6026,0.6667,0.5278,0.5938,0.5588,90,0
DIA,Mistral,mistralai/Ministral-8B-Instruct-2410,Small,27182,List,Few-shot-rag,4,4.49,0.0,0.7601,0.6778,0.5333,0.5161,0.5246,90,0
DIA,Mistral,mistralai/Ministral-8B-Instruct-2410,Small,11235,List,Few-shot-rag,4,4.49,0.0,0.7579,0.7556,0.6786,0.5938,0.6333,90,0
DIA,Mistral,mistralai/Ministral-8B-Instruct-2410,Small,16180,List,Few-shot-rag,4,4.49,0.0,0.7598,0.6778,0.5556,0.4688,0.5085,90,0
DIA,Mistral,mistralai/Ministral-8B-Instruct-2410,Small,27182,List,Few-shot-rag,8,4.49,0.0,1.1098,0.7333,0.6207,0.5806,0.6,90,0
DIA,Mistral,mistralai/Ministral-8B-Instruct-2410,Small,11235,List,Few-shot-rag,8,4.49,0.0,1.1015,0.7333,0.6818,0.4688,0.5556,90,0
DIA,Mistral,mistralai/Ministral-8B-Instruct-2410,Small,16180,List,Few-shot-rag,8,4.49,0.0,1.1104,0.6889,0.5833,0.4375,0.5,90,0
DIA,Mistral,mistralai/Ministral-8B-Instruct-2410,Small,27182,Text,Few-shot-rag,1,4.49,0.0,0.5304,0.6222,0.4615,0.5806,0.5143,90,0
DIA,Mistral,mistralai/Ministral-8B-Instruct-2410,Small,11235,Text,Few-shot-rag,1,4.49,0.0,0.53,0.7,0.5714,0.625,0.597,90,0
DIA,Mistral,mistralai/Ministral-8B-Instruct-2410,Small,16180,Text,Few-shot-rag,1,4.49,0.0,0.5301,0.6667,0.5385,0.4375,0.4828,90,0
DIA,Mistral,mistralai/Ministral-8B-Instruct-2410,Small,27182,Text,Few-shot-rag,2,4.49,0.0,0.604,0.6444,0.4839,0.4839,0.4839,90,0
DIA,Mistral,mistralai/Ministral-8B-Instruct-2410,Small,11235,Text,Few-shot-rag,2,4.49,0.0,0.5997,0.6667,0.5294,0.5625,0.5455,90,0
DIA,Mistral,mistralai/Ministral-8B-Instruct-2410,Small,16180,Text,Few-shot-rag,2,4.49,0.0,0.605,0.6333,0.4839,0.4688,0.4762,90,0
DIA,Mistral,mistralai/Ministral-8B-Instruct-2410,Small,27182,Text,Few-shot-rag,4,4.49,0.0,0.7611,0.6444,0.4857,0.5484,0.5152,90,0
DIA,Mistral,mistralai/Ministral-8B-Instruct-2410,Small,11235,Text,Few-shot-rag,4,4.49,0.0,0.7593,0.6889,0.5588,0.5938,0.5758,90,0
DIA,Mistral,mistralai/Ministral-8B-Instruct-2410,Small,16180,Text,Few-shot-rag,4,4.49,0.0,0.7615,0.6667,0.5385,0.4375,0.4828,90,0
DIA,Mistral,mistralai/Ministral-8B-Instruct-2410,Small,27182,Text,Few-shot-rag,8,4.49,0.0,1.1243,0.6556,0.5,0.4194,0.4561,90,0
DIA,Mistral,mistralai/Ministral-8B-Instruct-2410,Small,11235,Text,Few-shot-rag,8,4.49,0.0,1.1154,0.6444,0.5,0.4688,0.4839,90,0
DIA,Mistral,mistralai/Ministral-8B-Instruct-2410,Small,16180,Text,Few-shot-rag,8,4.49,0.0,1.1194,0.6333,0.4783,0.3438,0.4,90,0
DIA,Mistral,mistralai/Mistral-Nemo-Instruct-2407,Medium,27182,List,Few-shot-rag,1,5.65,0.0,0.7252,0.6556,0.5,0.7097,0.5867,90,0
DIA,Mistral,mistralai/Mistral-Nemo-Instruct-2407,Medium,11235,List,Few-shot-rag,1,5.65,0.0,0.725,0.6222,0.48,0.75,0.5854,90,0
DIA,Mistral,mistralai/Mistral-Nemo-Instruct-2407,Medium,16180,List,Few-shot-rag,1,5.65,0.0,0.7256,0.6667,0.5238,0.6875,0.5946,90,0
DIA,Mistral,mistralai/Mistral-Nemo-Instruct-2407,Medium,27182,List,Few-shot-rag,2,5.65,0.0,0.8383,0.6444,0.4878,0.6452,0.5556,90,0
DIA,Mistral,mistralai/Mistral-Nemo-Instruct-2407,Medium,11235,List,Few-shot-rag,2,5.65,0.0,0.8349,0.5889,0.4468,0.6562,0.5316,90,0
DIA,Mistral,mistralai/Mistral-Nemo-Instruct-2407,Medium,16180,List,Few-shot-rag,2,5.65,0.0,0.8376,0.6889,0.5556,0.625,0.5882,90,0
DIA,Mistral,mistralai/Mistral-Nemo-Instruct-2407,Medium,27182,List,Few-shot-rag,4,5.65,0.0,1.1008,0.6778,0.5238,0.7097,0.6027,90,0
DIA,Mistral,mistralai/Mistral-Nemo-Instruct-2407,Medium,11235,List,Few-shot-rag,4,5.65,0.0,1.0976,0.6444,0.5,0.7188,0.5897,90,0
DIA,Mistral,mistralai/Mistral-Nemo-Instruct-2407,Medium,16180,List,Few-shot-rag,4,5.65,0.0,1.1006,0.6,0.4545,0.625,0.5263,90,0
DIA,Mistral,mistralai/Mistral-Nemo-Instruct-2407,Medium,27182,List,Few-shot-rag,8,5.65,0.0,1.5542,0.6444,0.4872,0.6129,0.5429,90,0
DIA,Mistral,mistralai/Mistral-Nemo-Instruct-2407,Medium,11235,List,Few-shot-rag,8,5.65,0.0,1.5448,0.6778,0.5333,0.75,0.6234,90,0
DIA,Mistral,mistralai/Mistral-Nemo-Instruct-2407,Medium,16180,List,Few-shot-rag,8,5.65,0.0,1.5542,0.6556,0.5143,0.5625,0.5373,90,0
DIA,Mistral,mistralai/Mistral-Nemo-Instruct-2407,Medium,27182,Text,Few-shot-rag,1,5.65,0.0,0.726,0.6222,0.4651,0.6452,0.5405,90,0
DIA,Mistral,mistralai/Mistral-Nemo-Instruct-2407,Medium,11235,Text,Few-shot-rag,1,5.65,0.0,0.7254,0.6,0.4583,0.6875,0.55,90,0
DIA,Mistral,mistralai/Mistral-Nemo-Instruct-2407,Medium,16180,Text,Few-shot-rag,1,5.65,0.0,0.726,0.6333,0.4865,0.5625,0.5217,90,0
DIA,Mistral,mistralai/Mistral-Nemo-Instruct-2407,Medium,27182,Text,Few-shot-rag,2,5.65,0.0,0.84,0.5889,0.4286,0.5806,0.4932,90,0
