Dataset,Familia,Modelo,Tamaño,Semilla,Serializacion,Estrategia,Shots,Tiempo carga (s),Tiempo seleccion (s),Tiempo inferencia (s),Accuracy,Precision,Recall,F1-score,Muestras,Invalidas
Cancer,Qwen,Qwen/Qwen2.5-72B-Instruct,Large,11235,List,Few-shot,4,19.9,0.0019,4.1578,0.6,0.6316,0.6316,0.6316,35,0
Cancer,Qwen,Qwen/Qwen2.5-72B-Instruct,Large,16180,List,Few-shot,4,19.9,0.0019,4.1562,0.5143,0.5455,0.6316,0.5854,35,0
Cancer,Qwen,Qwen/Qwen2.5-72B-Instruct,Large,27182,List,Few-shot,8,19.9,0.002,5.4145,0.5429,0.5652,0.6842,0.619,35,0
Cancer,Qwen,Qwen/Qwen2.5-72B-Instruct,Large,11235,List,Few-shot,8,19.9,0.002,5.4128,0.7143,0.7368,0.7368,0.7368,35,0
Cancer,Qwen,Qwen/Qwen2.5-72B-Instruct,Large,16180,List,Few-shot,8,19.9,0.002,5.4134,0.6,0.6,0.7895,0.6818,35,0
Cancer,Qwen,Qwen/Qwen2.5-72B-Instruct,Large,27182,Text,Zero-shot,0,19.9,0.0,4.6952,0.4571,0.0,0.0,0.0,35,0
Cancer,Qwen,Qwen/Qwen2.5-72B-Instruct,Large,11235,Text,Zero-shot,0,19.9,0.0,4.6955,0.4571,0.0,0.0,0.0,35,0
Cancer,Qwen,Qwen/Qwen2.5-72B-Instruct,Large,16180,Text,Zero-shot,0,19.9,0.0,4.6958,0.4571,0.0,0.0,0.0,35,0
Cancer,Qwen,Qwen/Qwen2.5-72B-Instruct,Large,27182,Text,Few-shot,1,19.9,0.0019,3.1474,0.5429,0.56,0.7368,0.6364,35,0
Cancer,Qwen,Qwen/Qwen2.5-72B-Instruct,Large,11235,Text,Few-shot,1,19.9,0.0018,3.1485,0.6857,0.7,0.7368,0.7179,35,0
Cancer,Qwen,Qwen/Qwen2.5-72B-Instruct,Large,16180,Text,Few-shot,1,19.9,0.0018,3.1474,0.4857,0.5217,0.6316,0.5714,35,0
Cancer,Qwen,Qwen/Qwen2.5-72B-Instruct,Large,27182,Text,Few-shot,2,19.9,0.0018,3.3391,0.5429,0.56,0.7368,0.6364,35,0
Cancer,Qwen,Qwen/Qwen2.5-72B-Instruct,Large,11235,Text,Few-shot,2,19.9,0.0018,3.3347,0.6571,0.7333,0.5789,0.6471,35,0
Cancer,Qwen,Qwen/Qwen2.5-72B-Instruct,Large,16180,Text,Few-shot,2,19.9,0.0019,3.2836,0.4571,0.5,0.5263,0.5128,35,0
Cancer,Qwen,Qwen/Qwen2.5-72B-Instruct,Large,27182,Text,Few-shot,4,19.9,0.0019,3.9782,0.5714,0.6,0.6316,0.6154,35,0
Cancer,Qwen,Qwen/Qwen2.5-72B-Instruct,Large,11235,Text,Few-shot,4,19.9,0.0019,3.9759,0.5714,0.6111,0.5789,0.5946,35,0
Cancer,Qwen,Qwen/Qwen2.5-72B-Instruct,Large,16180,Text,Few-shot,4,19.9,0.002,3.9758,0.4857,0.5217,0.6316,0.5714,35,0
Cancer,Qwen,Qwen/Qwen2.5-72B-Instruct,Large,27182,Text,Few-shot,8,19.9,0.002,5.3742,0.5429,0.5714,0.6316,0.6,35,0
Cancer,Qwen,Qwen/Qwen2.5-72B-Instruct,Large,11235,Text,Few-shot,8,19.9,0.0019,5.3728,0.6857,0.75,0.6316,0.6857,35,0
Cancer,Qwen,Qwen/Qwen2.5-72B-Instruct,Large,16180,Text,Few-shot,8,19.9,0.002,5.3739,0.6286,0.625,0.7895,0.6977,35,0
DIA,Qwen,Qwen/Qwen2.5-7B-Instruct,Small,27182,List,Zero-shot,0,3.72,0.0,0.5019,0.6556,0.0,0.0,0.0,90,0
DIA,Qwen,Qwen/Qwen2.5-7B-Instruct,Small,11235,List,Zero-shot,0,3.72,0.0,0.5005,0.6444,0.0,0.0,0.0,90,0
DIA,Qwen,Qwen/Qwen2.5-7B-Instruct,Small,16180,List,Zero-shot,0,3.72,0.0,0.5012,0.6444,0.0,0.0,0.0,90,0
DIA,Qwen,Qwen/Qwen2.5-7B-Instruct,Small,27182,List,Few-shot,1,3.72,0.002,0.4657,0.6444,0.4706,0.2581,0.3333,90,0
DIA,Qwen,Qwen/Qwen2.5-7B-Instruct,Small,11235,List,Few-shot,1,3.72,0.0016,0.4656,0.5444,0.4151,0.6875,0.5176,90,0
DIA,Qwen,Qwen/Qwen2.5-7B-Instruct,Small,16180,List,Few-shot,1,3.72,0.0019,0.4656,0.4778,0.3469,0.5312,0.4198,90,0
DIA,Qwen,Qwen/Qwen2.5-7B-Instruct,Small,27182,List,Few-shot,2,3.72,0.0014,0.5278,0.5778,0.4054,0.4839,0.4412,90,0
DIA,Qwen,Qwen/Qwen2.5-7B-Instruct,Small,11235,List,Few-shot,2,3.72,0.0014,0.5291,0.5222,0.3778,0.5312,0.4416,90,0
DIA,Qwen,Qwen/Qwen2.5-7B-Instruct,Small,16180,List,Few-shot,2,3.72,0.0015,0.5273,0.4222,0.3214,0.5625,0.4091,90,0
DIA,Qwen,Qwen/Qwen2.5-7B-Instruct,Small,27182,List,Few-shot,4,3.72,0.0017,0.6689,0.6222,0.4651,0.6452,0.5405,90,0
DIA,Qwen,Qwen/Qwen2.5-7B-Instruct,Small,11235,List,Few-shot,4,3.72,0.0016,0.6693,0.5222,0.383,0.5625,0.4557,90,0
DIA,Qwen,Qwen/Qwen2.5-7B-Instruct,Small,16180,List,Few-shot,4,3.72,0.0019,0.6692,0.4667,0.3824,0.8125,0.52,90,0
DIA,Qwen,Qwen/Qwen2.5-7B-Instruct,Small,27182,List,Few-shot,8,3.72,0.002,0.9374,0.5222,0.3696,0.5484,0.4416,90,0
DIA,Qwen,Qwen/Qwen2.5-7B-Instruct,Small,11235,List,Few-shot,8,3.72,0.002,0.9372,0.5667,0.434,0.7188,0.5412,90,0
DIA,Qwen,Qwen/Qwen2.5-7B-Instruct,Small,16180,List,Few-shot,8,3.72,0.0019,0.9375,0.4556,0.3768,0.8125,0.5149,90,0
DIA,Qwen,Qwen/Qwen2.5-7B-Instruct,Small,27182,Text,Zero-shot,0,3.72,0.0,0.5024,0.6556,0.0,0.0,0.0,90,0
DIA,Qwen,Qwen/Qwen2.5-7B-Instruct,Small,11235,Text,Zero-shot,0,3.72,0.0,0.5006,0.6444,0.0,0.0,0.0,90,0
DIA,Qwen,Qwen/Qwen2.5-7B-Instruct,Small,16180,Text,Zero-shot,0,3.72,0.0,0.5017,0.6444,0.0,0.0,0.0,90,0
DIA,Qwen,Qwen/Qwen2.5-7B-Instruct,Small,27182,Text,Few-shot,1,3.72,0.0019,0.4655,0.5889,0.375,0.2903,0.3273,90,0
DIA,Qwen,Qwen/Qwen2.5-7B-Instruct,Small,11235,Text,Few-shot,1,3.72,0.0018,0.4652,0.5556,0.42,0.6562,0.5122,90,0
DIA,Qwen,Qwen/Qwen2.5-7B-Instruct,Small,16180,Text,Few-shot,1,3.72,0.0019,0.4653,0.5222,0.3659,0.4688,0.411,90,0
DIA,Qwen,Qwen/Qwen2.5-7B-Instruct,Small,27182,Text,Few-shot,2,3.72,0.0018,0.5294,0.5333,0.359,0.4516,0.4,90,0
DIA,Qwen,Qwen/Qwen2.5-7B-Instruct,Small,11235,Text,Few-shot,2,3.72,0.0018,0.5313,0.5333,0.3913,0.5625,0.4615,90,0
DIA,Qwen,Qwen/Qwen2.5-7B-Instruct,Small,16180,Text,Few-shot,2,3.72,0.0018,0.5286,0.4444,0.3594,0.7188,0.4792,90,0
DIA,Qwen,Qwen/Qwen2.5-7B-Instruct,Small,27182,Text,Few-shot,4,3.72,0.0019,0.6695,0.5444,0.4167,0.8065,0.5495,90,0
DIA,Qwen,Qwen/Qwen2.5-7B-Instruct,Small,11235,Text,Few-shot,4,3.72,0.0019,0.6696,0.6333,0.4884,0.6562,0.56,90,0
DIA,Qwen,Qwen/Qwen2.5-7B-Instruct,Small,16180,Text,Few-shot,4,3.72,0.0019,0.6696,0.4667,0.3788,0.7812,0.5102,90,0
DIA,Qwen,Qwen/Qwen2.5-7B-Instruct,Small,27182,Text,Few-shot,8,3.72,0.002,0.9387,0.6,0.4419,0.6129,0.5135,90,0
DIA,Qwen,Qwen/Qwen2.5-7B-Instruct,Small,11235,Text,Few-shot,8,3.72,0.0021,0.938,0.5889,0.4528,0.75,0.5647,90,0
DIA,Qwen,Qwen/Qwen2.5-7B-Instruct,Small,16180,Text,Few-shot,8,3.72,0.002,0.9384,0.4667,0.375,0.75,0.5,90,0
DIA,Qwen,Qwen/Qwen2.5-14B-Instruct,Medium,27182,List,Zero-shot,0,5.93,0.0,0.9253,0.6556,0.0,0.0,0.0,90,0
DIA,Qwen,Qwen/Qwen2.5-14B-Instruct,Medium,11235,List,Zero-shot,0,5.93,0.0,0.9225,0.6444,0.0,0.0,0.0,90,0
DIA,Qwen,Qwen/Qwen2.5-14B-Instruct,Medium,16180,List,Zero-shot,0,5.93,0.0,0.9239,0.6444,0.0,0.0,0.0,90,0
DIA,Qwen,Qwen/Qwen2.5-14B-Instruct,Medium,27182,List,Few-shot,1,5.93,0.0019,1.0617,0.6333,0.4,0.129,0.1951,90,0
DIA,Qwen,Qwen/Qwen2.5-14B-Instruct,Medium,11235,List,Few-shot,1,5.93,0.0018,1.0774,0.5222,0.3878,0.5938,0.4691,90,0
DIA,Qwen,Qwen/Qwen2.5-14B-Instruct,Medium,16180,List,Few-shot,1,5.93,0.0018,1.0755,0.4,0.2963,0.5,0.3721,90,0
DIA,Qwen,Qwen/Qwen2.5-14B-Instruct,Medium,27182,List,Few-shot,2,5.93,0.0019,1.1835,0.3889,0.2778,0.4839,0.3529,90,0
DIA,Qwen,Qwen/Qwen2.5-14B-Instruct,Medium,11235,List,Few-shot,2,5.93,0.0019,1.1891,0.5,0.3968,0.7812,0.5263,90,0
DIA,Qwen,Qwen/Qwen2.5-14B-Instruct,Medium,16180,List,Few-shot,2,5.93,0.0019,1.1932,0.4333,0.3582,0.75,0.4848,90,0
DIA,Qwen,Qwen/Qwen2.5-14B-Instruct,Medium,27182,List,Few-shot,4,5.93,0.002,1.5141,0.6111,0.4375,0.4516,0.4444,90,0
DIA,Qwen,Qwen/Qwen2.5-14B-Instruct,Medium,11235,List,Few-shot,4,5.93,0.0019,1.5145,0.4889,0.3871,0.75,0.5106,90,0
DIA,Qwen,Qwen/Qwen2.5-14B-Instruct,Medium,16180,List,Few-shot,4,5.93,0.002,1.5139,0.3778,0.3235,0.6875,0.44,90,0
DIA,Qwen,Qwen/Qwen2.5-14B-Instruct,Medium,27182,List,Few-shot,8,5.93,0.0021,1.9975,0.5333,0.359,0.4516,0.4,90,0
DIA,Qwen,Qwen/Qwen2.5-14B-Instruct,Medium,11235,List,Few-shot,8,5.93,0.0021,1.9444,0.5778,0.4375,0.6562,0.525,90,0
DIA,Qwen,Qwen/Qwen2.5-14B-Instruct,Medium,16180,List,Few-shot,8,5.93,0.0021,2.0285,0.5556,0.42,0.6562,0.5122,90,0
DIA,Qwen,Qwen/Qwen2.5-14B-Instruct,Medium,27182,Text,Zero-shot,0,5.93,0.0,0.9268,0.6556,0.0,0.0,0.0,90,0
DIA,Qwen,Qwen/Qwen2.5-14B-Instruct,Medium,11235,Text,Zero-shot,0,5.93,0.0,0.9234,0.6444,0.0,0.0,0.0,90,0
DIA,Qwen,Qwen/Qwen2.5-14B-Instruct,Medium,16180,Text,Zero-shot,0,5.93,0.0,0.9255,0.6444,0.0,0.0,0.0,90,0
DIA,Qwen,Qwen/Qwen2.5-14B-Instruct,Medium,27182,Text,Few-shot,1,5.93,0.0018,0.9244,0.6111,0.3889,0.2258,0.2857,90,0
DIA,Qwen,Qwen/Qwen2.5-14B-Instruct,Medium,11235,Text,Few-shot,1,5.93,0.0019,0.9443,0.6333,0.4828,0.4375,0.459,90,0
DIA,Qwen,Qwen/Qwen2.5-14B-Instruct,Medium,16180,Text,Few-shot,1,5.93,0.0018,0.902,0.4333,0.3208,0.5312,0.4,90,0
DIA,Qwen,Qwen/Qwen2.5-14B-Instruct,Medium,27182,Text,Few-shot,2,5.93,0.0019,1.0256,0.3778,0.2727,0.4839,0.3488,90,0
DIA,Qwen,Qwen/Qwen2.5-14B-Instruct,Medium,11235,Text,Few-shot,2,5.93,0.0019,1.1471,0.4889,0.3793,0.6875,0.4889,90,0
DIA,Qwen,Qwen/Qwen2.5-14B-Instruct,Medium,16180,Text,Few-shot,2,5.93,0.002,1.0783,0.4,0.3333,0.6875,0.449,90,0
DIA,Qwen,Qwen/Qwen2.5-14B-Instruct,Medium,27182,Text,Few-shot,4,5.93,0.002,1.4508,0.6333,0.4688,0.4839,0.4762,90,0
DIA,Qwen,Qwen/Qwen2.5-14B-Instruct,Medium,11235,Text,Few-shot,4,5.93,0.002,1.4034,0.4778,0.3684,0.6562,0.4719,90,0
DIA,Qwen,Qwen/Qwen2.5-14B-Instruct,Medium,16180,Text,Few-shot,4,5.93,0.0019,1.4196,0.4222,0.3438,0.6875,0.4583,90,0
DIA,Qwen,Qwen/Qwen2.5-14B-Instruct,Medium,27182,Text,Few-shot,8,5.93,0.002,1.8564,0.5333,0.359,0.4516,0.4,90,0
DIA,Qwen,Qwen/Qwen2.5-14B-Instruct,Medium,11235,Text,Few-shot,8,5.93,0.0021,1.8551,0.5333,0.4038,0.6562,0.5,90,0
DIA,Qwen,Qwen/Qwen2.5-14B-Instruct,Medium,16180,Text,Few-shot,8,5.93,0.0021,1.87,0.5444,0.4151,0.6875,0.5176,90,0
DIA,Qwen,Qwen/Qwen2.5-72B-Instruct,Large,27182,List,Zero-shot,0,17.37,0.0,5.3947,0.6111,0.25,0.0645,0.1026,90,0
DIA,Qwen,Qwen/Qwen2.5-72B-Instruct,Large,11235,List,Zero-shot,0,17.37,0.0,5.3776,0.6222,0.0,0.0,0.0,90,0
DIA,Qwen,Qwen/Qwen2.5-72B-Instruct,Large,16180,List,Zero-shot,0,17.37,0.0,5.3851,0.6333,0.4,0.0625,0.1081,90,0
DIA,Qwen,Qwen/Qwen2.5-72B-Instruct,Large,27182,List,Few-shot,1,17.37,0.0018,4.014,0.6667,0.5185,0.4516,0.4828,90,0
DIA,Qwen,Qwen/Qwen2.5-72B-Instruct,Large,11235,List,Few-shot,1,17.37,0.0019,4.013,0.6111,0.4694,0.7188,0.5679,90,0
DIA,Qwen,Qwen/Qwen2.5-72B-Instruct,Large,16180,List,Few-shot,1,17.37,0.0019,4.0134,0.4667,0.3462,0.5625,0.4286,90,0
DIA,Qwen,Qwen/Qwen2.5-72B-Instruct,Large,27182,List,Few-shot,2,17.37,0.0021,4.5316,0.5,0.36,0.5806,0.4444,90,0
DIA,Qwen,Qwen/Qwen2.5-72B-Instruct,Large,11235,List,Few-shot,2,17.37,0.0019,4.5548,0.6111,0.4595,0.5312,0.4928,90,0
DIA,Qwen,Qwen/Qwen2.5-72B-Instruct,Large,16180,List,Few-shot,2,17.37,0.002,4.5296,0.4667,0.3571,0.625,0.4545,90,0
DIA,Qwen,Qwen/Qwen2.5-72B-Instruct,Large,27182,List,Few-shot,4,17.37,0.0019,5.8048,0.6556,0.5,0.3871,0.4364,90,0
DIA,Qwen,Qwen/Qwen2.5-72B-Instruct,Large,11235,List,Few-shot,4,17.37,0.0019,5.8044,0.6111,0.4615,0.5625,0.507,90,0
DIA,Qwen,Qwen/Qwen2.5-72B-Instruct,Large,16180,List,Few-shot,4,17.37,0.0021,5.8049,0.4444,0.3594,0.7188,0.4792,90,0
DIA,Qwen,Qwen/Qwen2.5-72B-Instruct,Large,27182,List,Few-shot,8,17.37,0.002,8.2925,0.5556,0.3714,0.4194,0.3939,90,0
DIA,Qwen,Qwen/Qwen2.5-72B-Instruct,Large,11235,List,Few-shot,8,17.37,0.002,8.3013,0.5333,0.4038,0.6562,0.5,90,0
DIA,Qwen,Qwen/Qwen2.5-72B-Instruct,Large,16180,List,Few-shot,8,17.37,0.0019,8.2943,0.4333,0.339,0.625,0.4396,90,0
DIA,Qwen,Qwen/Qwen2.5-72B-Instruct,Large,27182,Text,Zero-shot,0,17.37,0.0,5.4029,0.6111,0.25,0.0645,0.1026,90,0
DIA,Qwen,Qwen/Qwen2.5-72B-Instruct,Large,11235,Text,Zero-shot,0,17.37,0.0,5.3843,0.6333,0.3333,0.0312,0.0571,90,0
DIA,Qwen,Qwen/Qwen2.5-72B-Instruct,Large,16180,Text,Zero-shot,0,17.37,0.0,5.3952,0.6333,0.4,0.0625,0.1081,90,0
DIA,Qwen,Qwen/Qwen2.5-72B-Instruct,Large,27182,Text,Few-shot,1,17.37,0.0018,4.0144,0.6889,0.5484,0.5484,0.5484,90,0
DIA,Qwen,Qwen/Qwen2.5-72B-Instruct,Large,11235,Text,Few-shot,1,17.37,0.0019,4.0129,0.5889,0.4444,0.625,0.5195,90,0
DIA,Qwen,Qwen/Qwen2.5-72B-Instruct,Large,16180,Text,Few-shot,1,17.37,0.0019,4.0128,0.4889,0.3542,0.5312,0.425,90,0
DIA,Qwen,Qwen/Qwen2.5-72B-Instruct,Large,27182,Text,Few-shot,2,17.37,0.0019,4.5737,0.4889,0.3529,0.5806,0.439,90,0
DIA,Qwen,Qwen/Qwen2.5-72B-Instruct,Large,11235,Text,Few-shot,2,17.37,0.0019,4.6169,0.6333,0.4857,0.5312,0.5075,90,0
DIA,Qwen,Qwen/Qwen2.5-72B-Instruct,Large,16180,Text,Few-shot,2,17.37,0.0018,4.5519,0.4778,0.3729,0.6875,0.4835,90,0
DIA,Qwen,Qwen/Qwen2.5-72B-Instruct,Large,27182,Text,Few-shot,4,17.37,0.002,5.8032,0.6444,0.4815,0.4194,0.4483,90,0
DIA,Qwen,Qwen/Qwen2.5-72B-Instruct,Large,11235,Text,Few-shot,4,17.37,0.002,5.8047,0.6222,0.4706,0.5,0.4848,90,0
DIA,Qwen,Qwen/Qwen2.5-72B-Instruct,Large,16180,Text,Few-shot,4,17.37,0.0019,5.804,0.4222,0.3438,0.6875,0.4583,90,0
DIA,Qwen,Qwen/Qwen2.5-72B-Instruct,Large,27182,Text,Few-shot,8,17.37,0.002,8.2985,0.5111,0.3415,0.4516,0.3889,90,0
DIA,Qwen,Qwen/Qwen2.5-72B-Instruct,Large,11235,Text,Few-shot,8,17.37,0.002,8.2898,0.5778,0.44,0.6875,0.5366,90,0
DIA,Qwen,Qwen/Qwen2.5-72B-Instruct,Large,16180,Text,Few-shot,8,17.37,0.002,8.2919,0.4111,0.322,0.5938,0.4176,90,0
Heart,Mistral,mistralai/Ministral-8B-Instruct-2410,Small,27182,List,Zero-shot,0,13.95,0.0,0.4515,0.3778,0.3333,0.931,0.4909,90,0
Heart,Mistral,mistralai/Ministral-8B-Instruct-2410,Small,11235,List,Zero-shot,0,13.95,0.0,0.4447,0.4222,0.358,1.0,0.5273,90,0
Heart,Mistral,mistralai/Ministral-8B-Instruct-2410,Small,16180,List,Zero-shot,0,13.95,0.0,0.4448,0.3778,0.3373,0.9655,0.5,90,0
Heart,Mistral,mistralai/Ministral-8B-Instruct-2410,Small,27182,List,Few-shot,1,13.95,0.0026,0.364,0.4778,0.35,0.7241,0.4719,90,0
Heart,Mistral,mistralai/Ministral-8B-Instruct-2410,Small,11235,List,Few-shot,1,13.95,0.0018,0.3643,0.4667,0.3733,0.9655,0.5385,90,0
Heart,Mistral,mistralai/Ministral-8B-Instruct-2410,Small,16180,List,Few-shot,1,13.95,0.0021,0.3638,0.5111,0.3684,0.7241,0.4884,90,0
Heart,Mistral,mistralai/Ministral-8B-Instruct-2410,Small,27182,List,Few-shot,2,13.95,0.002,0.4032,0.6667,0.4884,0.7241,0.5833,90,0
Heart,Mistral,mistralai/Ministral-8B-Instruct-2410,Small,11235,List,Few-shot,2,13.95,0.0017,0.4049,0.4778,0.3714,0.8966,0.5253,90,0
Heart,Mistral,mistralai/Ministral-8B-Instruct-2410,Small,16180,List,Few-shot,2,13.95,0.0021,0.4047,0.5556,0.3878,0.6552,0.4872,90,0
Heart,Mistral,mistralai/Ministral-8B-Instruct-2410,Small,27182,List,Few-shot,4,13.95,0.0021,0.4782,0.7444,0.5789,0.7586,0.6567,90,0
Heart,Mistral,mistralai/Ministral-8B-Instruct-2410,Small,11235,List,Few-shot,4,13.95,0.0022,0.4794,0.6444,0.4681,0.7586,0.5789,90,0
Heart,Mistral,mistralai/Ministral-8B-Instruct-2410,Small,16180,List,Few-shot,4,13.95,0.0022,0.4793,0.4444,0.3478,0.8276,0.4898,90,0
Heart,Mistral,mistralai/Ministral-8B-Instruct-2410,Small,27182,List,Few-shot,8,13.95,0.0022,0.6388,0.6778,0.5,0.6897,0.5797,90,0
Heart,Mistral,mistralai/Ministral-8B-Instruct-2410,Small,11235,List,Few-shot,8,13.95,0.0022,0.6377,0.5556,0.4127,0.8966,0.5652,90,0
Heart,Mistral,mistralai/Ministral-8B-Instruct-2410,Small,16180,List,Few-shot,8,13.95,0.0023,0.6385,0.5889,0.4231,0.7586,0.5432,90,0
Heart,Mistral,mistralai/Ministral-8B-Instruct-2410,Small,27182,Text,Zero-shot,0,13.95,0.0,0.4421,0.3778,0.3333,0.931,0.4909,90,0
Heart,Mistral,mistralai/Ministral-8B-Instruct-2410,Small,11235,Text,Zero-shot,0,13.95,0.0,0.4416,0.4556,0.3684,0.9655,0.5333,90,0
Heart,Mistral,mistralai/Ministral-8B-Instruct-2410,Small,16180,Text,Zero-shot,0,13.95,0.0,0.4417,0.4,0.3457,0.9655,0.5091,90,0
Heart,Mistral,mistralai/Ministral-8B-Instruct-2410,Small,27182,Text,Few-shot,1,13.95,0.0023,0.3639,0.4778,0.3548,0.7586,0.4835,90,0
Heart,Mistral,mistralai/Ministral-8B-Instruct-2410,Small,11235,Text,Few-shot,1,13.95,0.0022,0.3643,0.5222,0.4,0.9655,0.5657,90,0
Heart,Mistral,mistralai/Ministral-8B-Instruct-2410,Small,16180,Text,Few-shot,1,13.95,0.0017,0.3642,0.5222,0.3871,0.8276,0.5275,90,0
Heart,Mistral,mistralai/Ministral-8B-Instruct-2410,Small,27182,Text,Few-shot,2,13.95,0.002,0.4029,0.6667,0.4889,0.7586,0.5946,90,0
Heart,Mistral,mistralai/Ministral-8B-Instruct-2410,Small,11235,Text,Few-shot,2,13.95,0.0021,0.403,0.4778,0.3714,0.8966,0.5253,90,0
Heart,Mistral,mistralai/Ministral-8B-Instruct-2410,Small,16180,Text,Few-shot,2,13.95,0.0019,0.4037,0.5444,0.3929,0.7586,0.5176,90,0
Heart,Mistral,mistralai/Ministral-8B-Instruct-2410,Small,27182,Text,Few-shot,4,13.95,0.0017,0.4663,0.6778,0.5,0.7931,0.6133,90,0
Heart,Mistral,mistralai/Ministral-8B-Instruct-2410,Small,11235,Text,Few-shot,4,13.95,0.0021,0.4655,0.6778,0.5,0.8276,0.6234,90,0
Heart,Mistral,mistralai/Ministral-8B-Instruct-2410,Small,16180,Text,Few-shot,4,13.95,0.0023,0.4653,0.4778,0.375,0.931,0.5347,90,0
Heart,Mistral,mistralai/Ministral-8B-Instruct-2410,Small,27182,Text,Few-shot,8,13.95,0.0023,0.6347,0.6778,0.5,0.7586,0.6027,90,0
Heart,Mistral,mistralai/Ministral-8B-Instruct-2410,Small,11235,Text,Few-shot,8,13.95,0.0023,0.6337,0.6111,0.4516,0.9655,0.6154,90,0
Heart,Mistral,mistralai/Ministral-8B-Instruct-2410,Small,16180,Text,Few-shot,8,13.95,0.0022,0.6337,0.5333,0.3934,0.8276,0.5333,90,0
Heart,Mistral,mistralai/Mistral-Nemo-Instruct-2407,Medium,27182,List,Zero-shot,0,16.84,0.0,0.4335,0.4,0.3288,0.8276,0.4706,90,0
Heart,Mistral,mistralai/Mistral-Nemo-Instruct-2407,Medium,11235,List,Zero-shot,0,16.84,0.0,0.4334,0.4111,0.3421,0.8966,0.4952,90,0
Heart,Mistral,mistralai/Mistral-Nemo-Instruct-2407,Medium,16180,List,Zero-shot,0,16.84,0.0,0.4334,0.3556,0.3117,0.8276,0.4528,90,0
Heart,Mistral,mistralai/Mistral-Nemo-Instruct-2407,Medium,27182,List,Few-shot,1,16.84,0.0023,0.4821,0.7667,0.625,0.6897,0.6557,90,0
Heart,Mistral,mistralai/Mistral-Nemo-Instruct-2407,Medium,11235,List,Few-shot,1,16.84,0.0021,0.4823,0.6556,0.4815,0.8966,0.6265,90,0
Heart,Mistral,mistralai/Mistral-Nemo-Instruct-2407,Medium,16180,List,Few-shot,1,16.84,0.0022,0.4821,0.6778,0.5,0.931,0.6506,90,0
Heart,Mistral,mistralai/Mistral-Nemo-Instruct-2407,Medium,27182,List,Few-shot,2,16.84,0.0021,0.5447,0.7,0.5217,0.8276,0.64,90,0
Heart,Mistral,mistralai/Mistral-Nemo-Instruct-2407,Medium,11235,List,Few-shot,2,16.84,0.0023,0.5446,0.5667,0.4219,0.931,0.5806,90,0
Heart,Mistral,mistralai/Mistral-Nemo-Instruct-2407,Medium,16180,List,Few-shot,2,16.84,0.0022,0.5445,0.7,0.5217,0.8276,0.64,90,0
Heart,Mistral,mistralai/Mistral-Nemo-Instruct-2407,Medium,27182,List,Few-shot,4,16.84,0.0022,0.6738,0.7778,0.6154,0.8276,0.7059,90,0
Heart,Mistral,mistralai/Mistral-Nemo-Instruct-2407,Medium,11235,List,Few-shot,4,16.84,0.0022,0.6737,0.7,0.5208,0.8621,0.6494,90,0
Heart,Mistral,mistralai/Mistral-Nemo-Instruct-2407,Medium,16180,List,Few-shot,4,16.84,0.0022,0.6723,0.5556,0.4179,0.9655,0.5833,90,0
Heart,Mistral,mistralai/Mistral-Nemo-Instruct-2407,Medium,27182,List,Few-shot,8,16.84,0.0023,0.9368,0.6333,0.4615,0.8276,0.5926,90,0
Heart,Mistral,mistralai/Mistral-Nemo-Instruct-2407,Medium,11235,List,Few-shot,8,16.84,0.0024,0.9359,0.6444,0.4737,0.931,0.6279,90,0
Heart,Mistral,mistralai/Mistral-Nemo-Instruct-2407,Medium,16180,List,Few-shot,8,16.84,0.0023,0.9365,0.6333,0.4643,0.8966,0.6118,90,0
Heart,Mistral,mistralai/Mistral-Nemo-Instruct-2407,Medium,27182,Text,Zero-shot,0,16.84,0.0,0.4329,0.3778,0.3247,0.8621,0.4717,90,0
Heart,Mistral,mistralai/Mistral-Nemo-Instruct-2407,Medium,11235,Text,Zero-shot,0,16.84,0.0,0.4329,0.3889,0.3289,0.8621,0.4762,90,0
Heart,Mistral,mistralai/Mistral-Nemo-Instruct-2407,Medium,16180,Text,Zero-shot,0,16.84,0.0,0.4328,0.3556,0.321,0.8966,0.4727,90,0
Heart,Mistral,mistralai/Mistral-Nemo-Instruct-2407,Medium,27182,Text,Few-shot,1,16.84,0.0022,0.4808,0.7444,0.5882,0.6897,0.6349,90,0
Heart,Mistral,mistralai/Mistral-Nemo-Instruct-2407,Medium,11235,Text,Few-shot,1,16.84,0.0021,0.4813,0.6778,0.5,0.931,0.6506,90,0
Heart,Mistral,mistralai/Mistral-Nemo-Instruct-2407,Medium,16180,Text,Few-shot,1,16.84,0.0021,0.4811,0.5333,0.403,0.931,0.5625,90,0
Heart,Mistral,mistralai/Mistral-Nemo-Instruct-2407,Medium,27182,Text,Few-shot,2,16.84,0.0022,0.5432,0.6333,0.4615,0.8276,0.5926,90,0
Heart,Mistral,mistralai/Mistral-Nemo-Instruct-2407,Medium,11235,Text,Few-shot,2,16.84,0.0021,0.5434,0.5778,0.4286,0.931,0.587,90,0
Heart,Mistral,mistralai/Mistral-Nemo-Instruct-2407,Medium,16180,Text,Few-shot,2,16.84,0.0022,0.5433,0.6556,0.4808,0.8621,0.6173,90,0
Heart,Mistral,mistralai/Mistral-Nemo-Instruct-2407,Medium,27182,Text,Few-shot,4,16.84,0.0022,0.6522,0.7667,0.6053,0.7931,0.6866,90,0
