Dataset,Familia,Modelo,Tamaño,Semilla,Serializacion,Estrategia,Shots,Tiempo carga (s),Tiempo seleccion (s),Tiempo inferencia (s),Accuracy,Precision,Recall,F1-score,Muestras,Invalidas
DIA,Mistral,mistralai/Mistral-Nemo-Instruct-2407,Medium,16180,List,Few-shot,1,5.72,0.0022,0.7262,0.4556,0.3607,0.6875,0.4731,90,0
DIA,Mistral,mistralai/Mistral-Nemo-Instruct-2407,Medium,27182,List,Few-shot,2,5.72,0.0021,0.8323,0.4556,0.2955,0.4194,0.3467,90,0
DIA,Mistral,mistralai/Mistral-Nemo-Instruct-2407,Medium,11235,List,Few-shot,2,5.72,0.0021,0.8367,0.5667,0.4255,0.625,0.5063,90,0
DIA,Mistral,mistralai/Mistral-Nemo-Instruct-2407,Medium,16180,List,Few-shot,2,5.72,0.0022,0.8314,0.4222,0.3571,0.7812,0.4902,90,0
DIA,Mistral,mistralai/Mistral-Nemo-Instruct-2407,Medium,27182,List,Few-shot,4,5.72,0.0022,1.0963,0.5778,0.4054,0.4839,0.4412,90,0
DIA,Mistral,mistralai/Mistral-Nemo-Instruct-2407,Medium,11235,List,Few-shot,4,5.72,0.0022,1.0969,0.4667,0.3621,0.6562,0.4667,90,0
DIA,Mistral,mistralai/Mistral-Nemo-Instruct-2407,Medium,16180,List,Few-shot,4,5.72,0.0023,1.0967,0.4667,0.3621,0.6562,0.4667,90,0
DIA,Mistral,mistralai/Mistral-Nemo-Instruct-2407,Medium,27182,List,Few-shot,8,5.72,0.0023,1.5702,0.5111,0.2903,0.2903,0.2903,90,0
DIA,Mistral,mistralai/Mistral-Nemo-Instruct-2407,Medium,11235,List,Few-shot,8,5.72,0.0023,1.5454,0.6111,0.4651,0.625,0.5333,90,0
DIA,Mistral,mistralai/Mistral-Nemo-Instruct-2407,Medium,16180,List,Few-shot,8,5.72,0.0023,1.5619,0.4889,0.36,0.5625,0.439,90,0
DIA,Mistral,mistralai/Mistral-Nemo-Instruct-2407,Medium,27182,Text,Zero-shot,0,5.72,0.0,0.5959,0.5,0.3333,0.4516,0.3836,90,0
DIA,Mistral,mistralai/Mistral-Nemo-Instruct-2407,Medium,11235,Text,Zero-shot,0,5.72,0.0,0.5958,0.6,0.4333,0.4062,0.4194,90,0
DIA,Mistral,mistralai/Mistral-Nemo-Instruct-2407,Medium,16180,Text,Zero-shot,0,5.72,0.0,0.5959,0.5444,0.4,0.5625,0.4675,90,0
DIA,Mistral,mistralai/Mistral-Nemo-Instruct-2407,Medium,27182,Text,Few-shot,1,5.72,0.0021,0.727,0.6333,0.4643,0.4194,0.4407,90,0
DIA,Mistral,mistralai/Mistral-Nemo-Instruct-2407,Medium,11235,Text,Few-shot,1,5.72,0.0022,0.7267,0.6333,0.4889,0.6875,0.5714,90,0
DIA,Mistral,mistralai/Mistral-Nemo-Instruct-2407,Medium,16180,Text,Few-shot,1,5.72,0.0022,0.7266,0.4778,0.3469,0.5312,0.4198,90,0
DIA,Mistral,mistralai/Mistral-Nemo-Instruct-2407,Medium,27182,Text,Few-shot,2,5.72,0.0022,0.8398,0.4222,0.2766,0.4194,0.3333,90,0
DIA,Mistral,mistralai/Mistral-Nemo-Instruct-2407,Medium,11235,Text,Few-shot,2,5.72,0.0024,0.8477,0.5778,0.4118,0.4375,0.4242,90,0
DIA,Mistral,mistralai/Mistral-Nemo-Instruct-2407,Medium,16180,Text,Few-shot,2,5.72,0.0022,0.8362,0.3556,0.2969,0.5938,0.3958,90,0
DIA,Mistral,mistralai/Mistral-Nemo-Instruct-2407,Medium,27182,Text,Few-shot,4,5.72,0.0022,1.0971,0.5667,0.4231,0.7097,0.5301,90,0
DIA,Mistral,mistralai/Mistral-Nemo-Instruct-2407,Medium,11235,Text,Few-shot,4,5.72,0.0022,1.098,0.3667,0.3134,0.6562,0.4242,90,0
DIA,Mistral,mistralai/Mistral-Nemo-Instruct-2407,Medium,16180,Text,Few-shot,4,5.72,0.0023,1.0975,0.4556,0.3692,0.75,0.4948,90,0
DIA,Mistral,mistralai/Mistral-Nemo-Instruct-2407,Medium,27182,Text,Few-shot,8,5.72,0.0024,1.5716,0.4222,0.2766,0.4194,0.3333,90,0
DIA,Mistral,mistralai/Mistral-Nemo-Instruct-2407,Medium,11235,Text,Few-shot,8,5.72,0.0024,1.5706,0.5,0.3774,0.625,0.4706,90,0
DIA,Mistral,mistralai/Mistral-Nemo-Instruct-2407,Medium,16180,Text,Few-shot,8,5.72,0.0023,1.5709,0.5,0.3556,0.5,0.4156,90,0
DIA,Mistral,mistralai/Mixtral-8x7B-Instruct-v0.1,Large,27182,List,Zero-shot,0,13.48,0.0,1.7536,0.6556,0.0,0.0,0.0,90,0
DIA,Mistral,mistralai/Mixtral-8x7B-Instruct-v0.1,Large,11235,List,Zero-shot,0,13.48,0.0,1.7104,0.6444,0.0,0.0,0.0,90,0
DIA,Mistral,mistralai/Mixtral-8x7B-Instruct-v0.1,Large,16180,List,Zero-shot,0,13.48,0.0,1.7651,0.6444,0.0,0.0,0.0,90,0
DIA,Mistral,mistralai/Mixtral-8x7B-Instruct-v0.1,Large,27182,List,Few-shot,1,13.48,0.0022,1.977,0.5915,0.4815,0.4643,0.4727,90,19
DIA,Mistral,mistralai/Mixtral-8x7B-Instruct-v0.1,Large,11235,List,Few-shot,1,13.48,0.0021,1.8424,0.5,0.4247,0.9688,0.5905,90,4
DIA,Mistral,mistralai/Mixtral-8x7B-Instruct-v0.1,Large,16180,List,Few-shot,1,13.48,0.0019,1.9497,0.4533,0.4,0.8276,0.5393,90,15
DIA,Mistral,mistralai/Mixtral-8x7B-Instruct-v0.1,Large,27182,List,Few-shot,2,13.48,0.0022,1.949,0.3146,0.3077,0.7742,0.4404,90,1
DIA,Mistral,mistralai/Mixtral-8x7B-Instruct-v0.1,Large,11235,List,Few-shot,2,13.48,0.0022,2.0036,0.4773,0.3881,0.8387,0.5306,90,2
DIA,Mistral,mistralai/Mixtral-8x7B-Instruct-v0.1,Large,16180,List,Few-shot,2,13.48,0.0022,1.9737,0.427,0.3662,0.8125,0.5049,90,1
DIA,Mistral,mistralai/Mixtral-8x7B-Instruct-v0.1,Large,27182,List,Few-shot,4,13.48,0.0022,2.2179,0.4333,0.3529,0.7742,0.4848,90,0
DIA,Mistral,mistralai/Mixtral-8x7B-Instruct-v0.1,Large,11235,List,Few-shot,4,13.48,0.002,2.2194,0.3778,0.3333,0.75,0.4615,90,0
DIA,Mistral,mistralai/Mixtral-8x7B-Instruct-v0.1,Large,16180,List,Few-shot,4,13.48,0.0023,2.2193,0.407,0.3718,0.9355,0.5321,90,4
DIA,Mistral,mistralai/Mixtral-8x7B-Instruct-v0.1,Large,27182,List,Few-shot,8,13.48,0.0029,2.7798,0.3667,0.3375,0.871,0.4865,90,0
DIA,Mistral,mistralai/Mixtral-8x7B-Instruct-v0.1,Large,11235,List,Few-shot,8,13.48,0.0023,2.7779,0.3977,0.3735,0.9688,0.5391,90,2
DIA,Mistral,mistralai/Mixtral-8x7B-Instruct-v0.1,Large,16180,List,Few-shot,8,13.48,0.0024,2.7799,0.4111,0.3636,0.875,0.5138,90,0
DIA,Mistral,mistralai/Mixtral-8x7B-Instruct-v0.1,Large,27182,Text,Zero-shot,0,13.48,0.0,2.1215,0.6556,0.0,0.0,0.0,90,0
DIA,Mistral,mistralai/Mixtral-8x7B-Instruct-v0.1,Large,11235,Text,Zero-shot,0,13.48,0.0,2.2128,0.6404,0.0,0.0,0.0,90,1
DIA,Mistral,mistralai/Mixtral-8x7B-Instruct-v0.1,Large,16180,Text,Zero-shot,0,13.48,0.0,2.1804,0.6404,0.0,0.0,0.0,90,1
DIA,Mistral,mistralai/Mixtral-8x7B-Instruct-v0.1,Large,27182,Text,Few-shot,1,13.48,0.0022,2.1075,0.5068,0.3684,0.5385,0.4375,90,17
DIA,Mistral,mistralai/Mixtral-8x7B-Instruct-v0.1,Large,11235,Text,Few-shot,1,13.48,0.0022,1.8669,0.4659,0.4051,1.0,0.5766,90,2
DIA,Mistral,mistralai/Mixtral-8x7B-Instruct-v0.1,Large,16180,Text,Few-shot,1,13.48,0.0022,2.0796,0.4937,0.4194,0.8667,0.5652,90,11
DIA,Mistral,mistralai/Mixtral-8x7B-Instruct-v0.1,Large,27182,Text,Few-shot,2,13.48,0.002,1.9743,0.3034,0.3086,0.8065,0.4464,90,1
DIA,Mistral,mistralai/Mixtral-8x7B-Instruct-v0.1,Large,11235,Text,Few-shot,2,13.48,0.0021,2.0287,0.4598,0.3889,0.9032,0.5437,90,3
DIA,Mistral,mistralai/Mixtral-8x7B-Instruct-v0.1,Large,16180,Text,Few-shot,2,13.48,0.0022,1.9472,0.4222,0.3684,0.875,0.5185,90,0
DIA,Mistral,mistralai/Mixtral-8x7B-Instruct-v0.1,Large,27182,Text,Few-shot,4,13.48,0.0023,2.2165,0.5,0.3971,0.871,0.5455,90,0
DIA,Mistral,mistralai/Mixtral-8x7B-Instruct-v0.1,Large,11235,Text,Few-shot,4,13.48,0.0022,2.2454,0.4045,0.3704,0.9375,0.531,90,1
DIA,Mistral,mistralai/Mixtral-8x7B-Instruct-v0.1,Large,16180,Text,Few-shot,4,13.48,0.0022,2.2439,0.3933,0.3625,0.9062,0.5179,90,1
DIA,Mistral,mistralai/Mixtral-8x7B-Instruct-v0.1,Large,27182,Text,Few-shot,8,13.48,0.0023,2.7742,0.4222,0.3521,0.8065,0.4902,90,0
DIA,Mistral,mistralai/Mixtral-8x7B-Instruct-v0.1,Large,11235,Text,Few-shot,8,13.48,0.0023,2.773,0.3778,0.3636,1.0,0.5333,90,0
DIA,Mistral,mistralai/Mixtral-8x7B-Instruct-v0.1,Large,16180,Text,Few-shot,8,13.48,0.0023,2.7722,0.4222,0.3684,0.875,0.5185,90,0
Heart,DeepSeek,deepseek-ai/deepseek-llm-7b-chat,Small,27182,List,Zero-shot,0,10.94,0.0,0.4112,0.3222,0.3222,1.0,0.4874,90,0
Heart,DeepSeek,deepseek-ai/deepseek-llm-7b-chat,Small,11235,List,Zero-shot,0,10.94,0.0,0.4057,0.3222,0.3222,1.0,0.4874,90,0
Heart,DeepSeek,deepseek-ai/deepseek-llm-7b-chat,Small,16180,List,Zero-shot,0,10.94,0.0,0.4053,0.3222,0.3222,1.0,0.4874,90,0
Heart,DeepSeek,deepseek-ai/deepseek-llm-7b-chat,Small,27182,List,Few-shot,1,10.94,0.0023,0.3164,0.3444,0.3256,0.9655,0.487,90,0
Heart,DeepSeek,deepseek-ai/deepseek-llm-7b-chat,Small,11235,List,Few-shot,1,10.94,0.0017,0.3177,0.3333,0.3258,1.0,0.4915,90,0
Heart,DeepSeek,deepseek-ai/deepseek-llm-7b-chat,Small,16180,List,Few-shot,1,10.94,0.0021,0.317,0.3222,0.3222,1.0,0.4874,90,0
Heart,DeepSeek,deepseek-ai/deepseek-llm-7b-chat,Small,27182,List,Few-shot,2,10.94,0.0021,0.3578,0.3222,0.314,0.931,0.4696,90,0
Heart,DeepSeek,deepseek-ai/deepseek-llm-7b-chat,Small,11235,List,Few-shot,2,10.94,0.002,0.3583,0.3333,0.3258,1.0,0.4915,90,0
Heart,DeepSeek,deepseek-ai/deepseek-llm-7b-chat,Small,16180,List,Few-shot,2,10.94,0.002,0.3587,0.3333,0.3258,1.0,0.4915,90,0
Heart,DeepSeek,deepseek-ai/deepseek-llm-7b-chat,Small,27182,List,Few-shot,4,10.94,0.0021,0.4333,0.3444,0.3256,0.9655,0.487,90,0
Heart,DeepSeek,deepseek-ai/deepseek-llm-7b-chat,Small,11235,List,Few-shot,4,10.94,0.0022,0.4332,0.3333,0.3258,1.0,0.4915,90,0
Heart,DeepSeek,deepseek-ai/deepseek-llm-7b-chat,Small,16180,List,Few-shot,4,10.94,0.0019,0.4324,0.3778,0.3412,1.0,0.5088,90,0
Heart,DeepSeek,deepseek-ai/deepseek-llm-7b-chat,Small,27182,List,Few-shot,8,10.94,0.0017,0.602,0.4111,0.3462,0.931,0.5047,90,0
Heart,DeepSeek,deepseek-ai/deepseek-llm-7b-chat,Small,11235,List,Few-shot,8,10.94,0.0024,0.6003,0.3444,0.3256,0.9655,0.487,90,0
Heart,DeepSeek,deepseek-ai/deepseek-llm-7b-chat,Small,16180,List,Few-shot,8,10.94,0.0022,0.6016,0.3889,0.3415,0.9655,0.5045,90,0
Heart,DeepSeek,deepseek-ai/deepseek-llm-7b-chat,Small,27182,Text,Zero-shot,0,10.94,0.0,0.4061,0.3222,0.3222,1.0,0.4874,90,0
Heart,DeepSeek,deepseek-ai/deepseek-llm-7b-chat,Small,11235,Text,Zero-shot,0,10.94,0.0,0.4063,0.3222,0.3222,1.0,0.4874,90,0
Heart,DeepSeek,deepseek-ai/deepseek-llm-7b-chat,Small,16180,Text,Zero-shot,0,10.94,0.0,0.4064,0.3222,0.3222,1.0,0.4874,90,0
Heart,DeepSeek,deepseek-ai/deepseek-llm-7b-chat,Small,27182,Text,Few-shot,1,10.94,0.0022,0.3163,0.3444,0.3295,1.0,0.4957,90,0
Heart,DeepSeek,deepseek-ai/deepseek-llm-7b-chat,Small,11235,Text,Few-shot,1,10.94,0.0016,0.3167,0.3333,0.3258,1.0,0.4915,90,0
Heart,DeepSeek,deepseek-ai/deepseek-llm-7b-chat,Small,16180,Text,Few-shot,1,10.94,0.0028,0.316,0.3222,0.3222,1.0,0.4874,90,0
Heart,DeepSeek,deepseek-ai/deepseek-llm-7b-chat,Small,27182,Text,Few-shot,2,10.94,0.0021,0.3577,0.3333,0.3218,0.9655,0.4828,90,0
Heart,DeepSeek,deepseek-ai/deepseek-llm-7b-chat,Small,11235,Text,Few-shot,2,10.94,0.0016,0.3579,0.3222,0.3222,1.0,0.4874,90,0
Heart,DeepSeek,deepseek-ai/deepseek-llm-7b-chat,Small,16180,Text,Few-shot,2,10.94,0.0024,0.3579,0.3222,0.3222,1.0,0.4874,90,0
Heart,DeepSeek,deepseek-ai/deepseek-llm-7b-chat,Small,27182,Text,Few-shot,4,10.94,0.0021,0.4329,0.3222,0.3222,1.0,0.4874,90,0
Heart,DeepSeek,deepseek-ai/deepseek-llm-7b-chat,Small,11235,Text,Few-shot,4,10.94,0.0017,0.4319,0.3333,0.3258,1.0,0.4915,90,0
Heart,DeepSeek,deepseek-ai/deepseek-llm-7b-chat,Small,16180,Text,Few-shot,4,10.94,0.0021,0.4319,0.3889,0.3452,1.0,0.5133,90,0
Heart,DeepSeek,deepseek-ai/deepseek-llm-7b-chat,Small,27182,Text,Few-shot,8,10.94,0.0022,0.6001,0.4333,0.3553,0.931,0.5143,90,0
Heart,DeepSeek,deepseek-ai/deepseek-llm-7b-chat,Small,11235,Text,Few-shot,8,10.94,0.0022,0.599,0.3333,0.3258,1.0,0.4915,90,0
Heart,DeepSeek,deepseek-ai/deepseek-llm-7b-chat,Small,16180,Text,Few-shot,8,10.94,0.0023,0.5995,0.3556,0.3333,1.0,0.5,90,0
Heart,DeepSeek,deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,Medium,27182,List,Zero-shot,0,48.74,0.0,0.8485,0.3333,0.3133,0.8966,0.4643,90,0
Heart,DeepSeek,deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,Medium,11235,List,Zero-shot,0,48.74,0.0,0.8443,0.4111,0.35,0.9655,0.5138,90,0
Heart,DeepSeek,deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,Medium,16180,List,Zero-shot,0,48.74,0.0,0.8452,0.4,0.3457,0.9655,0.5091,90,0
Heart,DeepSeek,deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,Medium,27182,List,Few-shot,1,48.74,0.0022,0.4244,0.5333,0.386,0.7586,0.5116,90,0
Heart,DeepSeek,deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,Medium,11235,List,Few-shot,1,48.74,0.0015,0.4247,0.5111,0.3913,0.931,0.551,90,0
Heart,DeepSeek,deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,Medium,16180,List,Few-shot,1,48.74,0.0021,0.4243,0.6222,0.451,0.7931,0.575,90,0
Heart,DeepSeek,deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,Medium,27182,List,Few-shot,2,48.74,0.0021,0.446,0.6333,0.3333,0.1379,0.1951,90,0
Heart,DeepSeek,deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,Medium,11235,List,Few-shot,2,48.74,0.0016,0.4464,0.5778,0.4211,0.8276,0.5581,90,0
Heart,DeepSeek,deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,Medium,16180,List,Few-shot,2,48.74,0.002,0.4461,0.5333,0.3725,0.6552,0.475,90,0
Heart,DeepSeek,deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,Medium,27182,List,Few-shot,4,48.74,0.0022,0.4878,0.6222,0.4,0.3448,0.3704,90,0
Heart,DeepSeek,deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,Medium,11235,List,Few-shot,4,48.74,0.0021,0.4864,0.6778,0.5,0.2069,0.2927,90,0
Heart,DeepSeek,deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,Medium,16180,List,Few-shot,4,48.74,0.0017,0.4863,0.5333,0.3617,0.5862,0.4474,90,0
Heart,DeepSeek,deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,Medium,27182,List,Few-shot,8,48.74,0.0022,0.568,0.6778,0.5,0.1724,0.2564,90,0
Heart,DeepSeek,deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,Medium,11235,List,Few-shot,8,48.74,0.0022,0.5665,0.6222,0.3913,0.3103,0.3462,90,0
Heart,DeepSeek,deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,Medium,16180,List,Few-shot,8,48.74,0.0022,0.5673,0.5667,0.1429,0.069,0.093,90,0
Heart,DeepSeek,deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,Medium,27182,Text,Zero-shot,0,48.74,0.0,0.8451,0.7,0.5357,0.5172,0.5263,90,0
Heart,DeepSeek,deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,Medium,11235,Text,Zero-shot,0,48.74,0.0,0.8455,0.6444,0.4571,0.5517,0.5,90,0
Heart,DeepSeek,deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,Medium,16180,Text,Zero-shot,0,48.74,0.0,0.8457,0.6111,0.4167,0.5172,0.4615,90,0
Heart,DeepSeek,deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,Medium,27182,Text,Few-shot,1,48.74,0.0021,0.4242,0.6444,0.4615,0.6207,0.5294,90,0
Heart,DeepSeek,deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,Medium,11235,Text,Few-shot,1,48.74,0.0021,0.4246,0.6111,0.4286,0.6207,0.507,90,0
Heart,DeepSeek,deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,Medium,16180,Text,Few-shot,1,48.74,0.0015,0.4242,0.6556,0.475,0.6552,0.5507,90,0
Heart,DeepSeek,deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,Medium,27182,Text,Few-shot,2,48.74,0.0021,0.4456,0.6778,0.5,0.1724,0.2564,90,0
Heart,DeepSeek,deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,Medium,11235,Text,Few-shot,2,48.74,0.0022,0.4459,0.6444,0.4571,0.5517,0.5,90,0
Heart,DeepSeek,deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,Medium,16180,Text,Few-shot,2,48.74,0.0017,0.4461,0.6111,0.4375,0.7241,0.5455,90,0
Heart,DeepSeek,deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,Medium,27182,Text,Few-shot,4,48.74,0.002,0.4871,0.6667,0.4762,0.3448,0.4,90,0
Heart,DeepSeek,deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,Medium,11235,Text,Few-shot,4,48.74,0.0022,0.4867,0.6778,0.5,0.2759,0.3556,90,0
Heart,DeepSeek,deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,Medium,16180,Text,Few-shot,4,48.74,0.0022,0.4871,0.5333,0.3617,0.5862,0.4474,90,0
Heart,DeepSeek,deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,Medium,27182,Text,Few-shot,8,48.74,0.0018,0.5658,0.7,0.625,0.1724,0.2703,90,0
Heart,DeepSeek,deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,Medium,11235,Text,Few-shot,8,48.74,0.0021,0.5653,0.6111,0.3846,0.3448,0.3636,90,0
Heart,DeepSeek,deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,Medium,16180,Text,Few-shot,8,48.74,0.0022,0.5656,0.6667,0.4,0.069,0.1176,90,0
Heart,DeepSeek,deepseek-ai/deepseek-llm-67b-chat,Large,27182,List,Zero-shot,0,58.21,0.0,3.4916,0.6444,0.4651,0.6897,0.5556,90,0
Heart,DeepSeek,deepseek-ai/deepseek-llm-67b-chat,Large,11235,List,Zero-shot,0,58.21,0.0,3.4916,0.7,0.525,0.7241,0.6087,90,0
Heart,DeepSeek,deepseek-ai/deepseek-llm-67b-chat,Large,16180,List,Zero-shot,0,58.21,0.0,3.4915,0.6333,0.4565,0.7241,0.56,90,0
Heart,DeepSeek,deepseek-ai/deepseek-llm-67b-chat,Large,27182,List,Few-shot,1,58.21,0.0022,2.6469,0.6333,0.4524,0.6552,0.5352,90,0
Heart,DeepSeek,deepseek-ai/deepseek-llm-67b-chat,Large,11235,List,Few-shot,1,58.21,0.0022,2.6554,0.6,0.4426,0.931,0.6,90,0
Heart,DeepSeek,deepseek-ai/deepseek-llm-67b-chat,Large,16180,List,Few-shot,1,58.21,0.0021,2.648,0.7111,0.5429,0.6552,0.5938,90,0
Heart,DeepSeek,deepseek-ai/deepseek-llm-67b-chat,Large,27182,List,Few-shot,2,58.21,0.0023,2.9637,0.7,0.5278,0.6552,0.5846,90,0
Heart,DeepSeek,deepseek-ai/deepseek-llm-67b-chat,Large,11235,List,Few-shot,2,58.21,0.0021,2.9634,0.5889,0.4333,0.8966,0.5843,90,0
Heart,DeepSeek,deepseek-ai/deepseek-llm-67b-chat,Large,16180,List,Few-shot,2,58.21,0.0021,2.9634,0.7,0.5278,0.6552,0.5846,90,0
Heart,DeepSeek,deepseek-ai/deepseek-llm-67b-chat,Large,27182,List,Few-shot,4,58.21,0.0022,3.5688,0.6889,0.52,0.4483,0.4815,90,0
Heart,DeepSeek,deepseek-ai/deepseek-llm-67b-chat,Large,11235,List,Few-shot,4,58.21,0.0022,3.542,0.7222,0.5526,0.7241,0.6269,90,0
Heart,DeepSeek,deepseek-ai/deepseek-llm-67b-chat,Large,16180,List,Few-shot,4,58.21,0.0022,3.5383,0.5444,0.4032,0.8621,0.5495,90,0
Heart,DeepSeek,deepseek-ai/deepseek-llm-67b-chat,Large,27182,List,Few-shot,8,58.21,0.0023,5.0396,0.7222,0.5588,0.6552,0.6032,90,0
Heart,DeepSeek,deepseek-ai/deepseek-llm-67b-chat,Large,11235,List,Few-shot,8,58.21,0.0023,4.9679,0.5889,0.4355,0.931,0.5934,90,0
Heart,DeepSeek,deepseek-ai/deepseek-llm-67b-chat,Large,16180,List,Few-shot,8,58.21,0.0024,5.0384,0.6889,0.5111,0.7931,0.6216,90,0
Heart,DeepSeek,deepseek-ai/deepseek-llm-67b-chat,Large,27182,Text,Zero-shot,0,58.21,0.0,3.4913,0.8,0.7037,0.6552,0.6786,90,0
Heart,DeepSeek,deepseek-ai/deepseek-llm-67b-chat,Large,11235,Text,Zero-shot,0,58.21,0.0,3.4911,0.7667,0.6538,0.5862,0.6182,90,0
Heart,DeepSeek,deepseek-ai/deepseek-llm-67b-chat,Large,16180,Text,Zero-shot,0,58.21,0.0,3.4912,0.7444,0.6071,0.5862,0.5965,90,0
Heart,DeepSeek,deepseek-ai/deepseek-llm-67b-chat,Large,27182,Text,Few-shot,1,58.21,0.002,2.6458,0.6667,0.4889,0.7586,0.5946,90,0
Heart,DeepSeek,deepseek-ai/deepseek-llm-67b-chat,Large,11235,Text,Few-shot,1,58.21,0.0021,2.6477,0.6444,0.4737,0.931,0.6279,90,0
Heart,DeepSeek,deepseek-ai/deepseek-llm-67b-chat,Large,16180,Text,Few-shot,1,58.21,0.0022,2.6459,0.7222,0.5526,0.7241,0.6269,90,0
Heart,DeepSeek,deepseek-ai/deepseek-llm-67b-chat,Large,27182,Text,Few-shot,2,58.21,0.0022,2.9615,0.7333,0.561,0.7931,0.6571,90,0
Heart,DeepSeek,deepseek-ai/deepseek-llm-67b-chat,Large,11235,Text,Few-shot,2,58.21,0.0022,2.9619,0.5778,0.4286,0.931,0.587,90,0
Heart,DeepSeek,deepseek-ai/deepseek-llm-67b-chat,Large,16180,Text,Few-shot,2,58.21,0.0023,2.9618,0.7222,0.5556,0.6897,0.6154,90,0
Heart,DeepSeek,deepseek-ai/deepseek-llm-67b-chat,Large,27182,Text,Few-shot,4,58.21,0.0021,3.5365,0.7333,0.6,0.5172,0.5556,90,0
Heart,DeepSeek,deepseek-ai/deepseek-llm-67b-chat,Large,11235,Text,Few-shot,4,58.21,0.0022,3.5333,0.7444,0.5833,0.7241,0.6462,90,0
Heart,DeepSeek,deepseek-ai/deepseek-llm-67b-chat,Large,16180,Text,Few-shot,4,58.21,0.0021,3.5299,0.5222,0.3939,0.8966,0.5474,90,0
Heart,DeepSeek,deepseek-ai/deepseek-llm-67b-chat,Large,27182,Text,Few-shot,8,58.21,0.0023,4.93,0.7,0.5294,0.6207,0.5714,90,0
Heart,DeepSeek,deepseek-ai/deepseek-llm-67b-chat,Large,11235,Text,Few-shot,8,58.21,0.0023,4.9147,0.5889,0.4333,0.8966,0.5843,90,0
Heart,DeepSeek,deepseek-ai/deepseek-llm-67b-chat,Large,16180,Text,Few-shot,8,58.21,0.0023,4.92,0.6889,0.5111,0.7931,0.6216,90,0
Cancer,DeepSeek,deepseek-ai/deepseek-llm-7b-chat,Small,27182,List,Zero-shot,0,4.48,0.0,0.4417,0.5429,0.5429,1.0,0.7037,35,0
Cancer,DeepSeek,deepseek-ai/deepseek-llm-7b-chat,Small,11235,List,Zero-shot,0,4.48,0.0,0.4404,0.5429,0.5429,1.0,0.7037,35,0
Cancer,DeepSeek,deepseek-ai/deepseek-llm-7b-chat,Small,16180,List,Zero-shot,0,4.48,0.0,0.44,0.5429,0.5429,1.0,0.7037,35,0
Cancer,DeepSeek,deepseek-ai/deepseek-llm-7b-chat,Small,27182,List,Few-shot,1,4.48,0.0022,0.3631,0.5429,0.5429,1.0,0.7037,35,0
Cancer,DeepSeek,deepseek-ai/deepseek-llm-7b-chat,Small,11235,List,Few-shot,1,4.48,0.0015,0.3629,0.5714,0.5588,1.0,0.717,35,0
Cancer,DeepSeek,deepseek-ai/deepseek-llm-7b-chat,Small,16180,List,Few-shot,1,4.48,0.0022,0.3627,0.5429,0.5714,0.6316,0.6,35,0
Cancer,DeepSeek,deepseek-ai/deepseek-llm-7b-chat,Small,27182,List,Few-shot,2,4.48,0.0016,0.4011,0.5143,0.5417,0.6842,0.6047,35,0
Cancer,DeepSeek,deepseek-ai/deepseek-llm-7b-chat,Small,11235,List,Few-shot,2,4.48,0.0015,0.3992,0.6,0.5758,1.0,0.7308,35,0
Cancer,DeepSeek,deepseek-ai/deepseek-llm-7b-chat,Small,16180,List,Few-shot,2,4.48,0.0016,0.3975,0.5714,0.5909,0.6842,0.6341,35,0
Cancer,DeepSeek,deepseek-ai/deepseek-llm-7b-chat,Small,27182,List,Few-shot,4,4.48,0.002,0.4952,0.5429,0.5556,0.7895,0.6522,35,0
Cancer,DeepSeek,deepseek-ai/deepseek-llm-7b-chat,Small,11235,List,Few-shot,4,4.48,0.0015,0.4951,0.6286,0.625,0.7895,0.6977,35,0
